divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,1,2,3,4,5,6,7,8,7,9,10,11,12,13,14,15,14	0.001	nan	0:0.00195267229[&age_median=0.00195267229,age_mean=0.00195267229,age_n=1,age_range={0.00195267229,0.00195267229},age_hpdi_95={0.00195267229,0.00195267229},age_qi_95={0.00195267229,0.00195267229}],1:0.00320027606[&age_median=0.00320027606,age_mean=0.00320027606,age_n=1,age_range={0.00320027606,0.00320027606},age_hpdi_95={0.00320027606,0.00320027606},age_qi_95={0.00320027606,0.00320027606}],2:0.0020263623[&age_median=0.0020263623,age_mean=0.0020263623,age_n=1,age_range={0.0020263623,0.0020263623},age_hpdi_95={0.0020263623,0.0020263623},age_qi_95={0.0020263623,0.0020263623}],3:0.00069624924[&age_median=0.00069624924,age_mean=0.00069624924,age_n=1,age_range={0.00069624924,0.00069624924},age_hpdi_95={0.00069624924,0.00069624924},age_qi_95={0.00069624924,0.00069624924}],4:0.00187725555[&age_median=0.00187725555,age_mean=0.00187725555,age_n=1,age_range={0.00187725555,0.00187725555},age_hpdi_95={0.00187725555,0.00187725555},age_qi_95={0.00187725555,0.00187725555}],5:0.00158217475[&age_median=0.00158217475,age_mean=0.00158217475,age_n=1,age_range={0.00158217475,0.00158217475},age_hpdi_95={0.00158217475,0.00158217475},age_qi_95={0.00158217475,0.00158217475}],6:0.00017348756[&age_median=0.00017348756,age_mean=0.00017348756,age_n=1,age_range={0.00017348756,0.00017348756},age_hpdi_95={0.00017348756,0.00017348756},age_qi_95={0.00017348756,0.00017348756}],7:0.00100464436[&age_median=0.00100464436,age_mean=0.00100464436,age_n=1,age_range={0.00100464436,0.00100464436},age_hpdi_95={0.00100464436,0.00100464436},age_qi_95={0.00100464436,0.00100464436}],8:0.00232812815[&age_median=0.00232812815,age_mean=0.00232812815,age_n=1,age_range={0.00232812815,0.00232812815},age_hpdi_95={0.00232812815,0.00232812815},age_qi_95={0.00232812815,0.00232812815}],9:0.00014748842[&age_median=0.00014748842,age_mean=0.00014748842,age_n=1,age_range={0.00014748842,0.00014748842},age_hpdi_95={0.00014748842,0.00014748842},age_qi_95={0.00014748842,0.00014748842}],10:0.00156436762[&age_median=0.00156436762,age_mean=0.00156436762,age_n=1,age_range={0.00156436762,0.00156436762},age_hpdi_95={0.00156436762,0.00156436762},age_qi_95={0.00156436762,0.00156436762}],11:0.00484461955[&age_median=0.00484461955,age_mean=0.00484461955,age_n=1,age_range={0.00484461955,0.00484461955},age_hpdi_95={0.00484461955,0.00484461955},age_qi_95={0.00484461955,0.00484461955}],12:0.00129645579[&age_median=0.00129645579,age_mean=0.00129645579,age_n=1,age_range={0.00129645579,0.00129645579},age_hpdi_95={0.00129645579,0.00129645579},age_qi_95={0.00129645579,0.00129645579}],13:0.00174264401[&age_median=0.00174264401,age_mean=0.00174264401,age_n=1,age_range={0.00174264401,0.00174264401},age_hpdi_95={0.00174264401,0.00174264401},age_qi_95={0.00174264401,0.00174264401}],14:0.00019691542[&age_median=0.00019691542,age_mean=0.00019691542,age_n=1,age_range={0.00019691542,0.00019691542},age_hpdi_95={0.00019691542,0.00019691542},age_qi_95={0.00019691542,0.00019691542}],15:1.014168e-05[&age_median=1.014168e-05,age_mean=1.014168e-05,age_n=1,age_range={1.014168e-05,1.014168e-05},age_hpdi_95={1.014168e-05,1.014168e-05},age_qi_95={1.014168e-05,1.014168e-05}]
0,1,2,3,4,4,5,4,0,5,0,6,4,6,0,6,4,4	0.001	nan	0:0.00102857105[&age_median=0.00102857105,age_mean=0.00102857105,age_n=1,age_range={0.00102857105,0.00102857105},age_hpdi_95={0.00102857105,0.00102857105},age_qi_95={0.00102857105,0.00102857105}],1:0.00457800331[&age_median=0.00457800331,age_mean=0.00457800331,age_n=1,age_range={0.00457800331,0.00457800331},age_hpdi_95={0.00457800331,0.00457800331},age_qi_95={0.00457800331,0.00457800331}],2:0.00189803659[&age_median=0.00189803659,age_mean=0.00189803659,age_n=1,age_range={0.00189803659,0.00189803659},age_hpdi_95={0.00189803659,0.00189803659},age_qi_95={0.00189803659,0.00189803659}],3:0.00192989691[&age_median=0.00192989691,age_mean=0.00192989691,age_n=1,age_range={0.00192989691,0.00192989691},age_hpdi_95={0.00192989691,0.00192989691},age_qi_95={0.00192989691,0.00192989691}],4:0.00066266713[&age_median=0.00066266713,age_mean=0.00066266713,age_n=1,age_range={0.00066266713,0.00066266713},age_hpdi_95={0.00066266713,0.00066266713},age_qi_95={0.00066266713,0.00066266713}],5:0.00145492895[&age_median=0.00145492895,age_mean=0.00145492895,age_n=1,age_range={0.00145492895,0.00145492895},age_hpdi_95={0.00145492895,0.00145492895},age_qi_95={0.00145492895,0.00145492895}],6:0.00295398631[&age_median=0.00295398631,age_mean=0.00295398631,age_n=1,age_range={0.00295398631,0.00295398631},age_hpdi_95={0.00295398631,0.00295398631},age_qi_95={0.00295398631,0.00295398631}]
0,1,2,3,4,5,4,5,1,6,7,8,9,5,7,10,10,9	0.001	nan	0:0.00145680011[&age_median=0.00145680011,age_mean=0.00145680011,age_n=1,age_range={0.00145680011,0.00145680011},age_hpdi_95={0.00145680011,0.00145680011},age_qi_95={0.00145680011,0.00145680011}],1:0.00033904914[&age_median=0.00033904914,age_mean=0.00033904914,age_n=1,age_range={0.00033904914,0.00033904914},age_hpdi_95={0.00033904914,0.00033904914},age_qi_95={0.00033904914,0.00033904914}],2:0.00193034002[&age_median=0.00193034002,age_mean=0.00193034002,age_n=1,age_range={0.00193034002,0.00193034002},age_hpdi_95={0.00193034002,0.00193034002},age_qi_95={0.00193034002,0.00193034002}],3:0.00495524174[&age_median=0.00495524174,age_mean=0.00495524174,age_n=1,age_range={0.00495524174,0.00495524174},age_hpdi_95={0.00495524174,0.00495524174},age_qi_95={0.00495524174,0.00495524174}],4:0.00034861476[&age_median=0.00034861476,age_mean=0.00034861476,age_n=1,age_range={0.00034861476,0.00034861476},age_hpdi_95={0.00034861476,0.00034861476},age_qi_95={0.00034861476,0.00034861476}],5:0.00041372607[&age_median=0.00041372607,age_mean=0.00041372607,age_n=1,age_range={0.00041372607,0.00041372607},age_hpdi_95={0.00041372607,0.00041372607},age_qi_95={0.00041372607,0.00041372607}],6:0.00075495198[&age_median=0.00075495198,age_mean=0.00075495198,age_n=1,age_range={0.00075495198,0.00075495198},age_hpdi_95={0.00075495198,0.00075495198},age_qi_95={0.00075495198,0.00075495198}],7:0.00166391874[&age_median=0.00166391874,age_mean=0.00166391874,age_n=1,age_range={0.00166391874,0.00166391874},age_hpdi_95={0.00166391874,0.00166391874},age_qi_95={0.00166391874,0.00166391874}],8:0.00054875943[&age_median=0.00054875943,age_mean=0.00054875943,age_n=1,age_range={0.00054875943,0.00054875943},age_hpdi_95={0.00054875943,0.00054875943},age_qi_95={0.00054875943,0.00054875943}],9:0.00284317041[&age_median=0.00284317041,age_mean=0.00284317041,age_n=1,age_range={0.00284317041,0.00284317041},age_hpdi_95={0.00284317041,0.00284317041},age_qi_95={0.00284317041,0.00284317041}],10:0.00098162463[&age_median=0.00098162463,age_mean=0.00098162463,age_n=1,age_range={0.00098162463,0.00098162463},age_hpdi_95={0.00098162463,0.00098162463},age_qi_95={0.00098162463,0.00098162463}]
0,1,2,3,4,3,5,4,0,6,3,7,8,9,9,10,11,8	0.001	nan	0:0.00074063539[&age_median=0.00074063539,age_mean=0.00074063539,age_n=1,age_range={0.00074063539,0.00074063539},age_hpdi_95={0.00074063539,0.00074063539},age_qi_95={0.00074063539,0.00074063539}],1:0.00213871871[&age_median=0.00213871871,age_mean=0.00213871871,age_n=1,age_range={0.00213871871,0.00213871871},age_hpdi_95={0.00213871871,0.00213871871},age_qi_95={0.00213871871,0.00213871871}],2:9.557863e-05[&age_median=9.557863e-05,age_mean=9.557863e-05,age_n=1,age_range={9.557863e-05,9.557863e-05},age_hpdi_95={9.557863e-05,9.557863e-05},age_qi_95={9.557863e-05,9.557863e-05}],3:0.00035523803[&age_median=0.00035523803,age_mean=0.00035523803,age_n=1,age_range={0.00035523803,0.00035523803},age_hpdi_95={0.00035523803,0.00035523803},age_qi_95={0.00035523803,0.00035523803}],4:0.00916279542[&age_median=0.00916279542,age_mean=0.00916279542,age_n=1,age_range={0.00916279542,0.00916279542},age_hpdi_95={0.00916279542,0.00916279542},age_qi_95={0.00916279542,0.00916279542}],5:0.00078356077[&age_median=0.00078356077,age_mean=0.00078356077,age_n=1,age_range={0.00078356077,0.00078356077},age_hpdi_95={0.00078356077,0.00078356077},age_qi_95={0.00078356077,0.00078356077}],6:0.00092786393[&age_median=0.00092786393,age_mean=0.00092786393,age_n=1,age_range={0.00092786393,0.00092786393},age_hpdi_95={0.00092786393,0.00092786393},age_qi_95={0.00092786393,0.00092786393}],7:0.0026813081[&age_median=0.0026813081,age_mean=0.0026813081,age_n=1,age_range={0.0026813081,0.0026813081},age_hpdi_95={0.0026813081,0.0026813081},age_qi_95={0.0026813081,0.0026813081}],8:0.00081383339[&age_median=0.00081383339,age_mean=0.00081383339,age_n=1,age_range={0.00081383339,0.00081383339},age_hpdi_95={0.00081383339,0.00081383339},age_qi_95={0.00081383339,0.00081383339}],9:0.00488337631[&age_median=0.00488337631,age_mean=0.00488337631,age_n=1,age_range={0.00488337631,0.00488337631},age_hpdi_95={0.00488337631,0.00488337631},age_qi_95={0.00488337631,0.00488337631}],10:0.00088753254[&age_median=0.00088753254,age_mean=0.00088753254,age_n=1,age_range={0.00088753254,0.00088753254},age_hpdi_95={0.00088753254,0.00088753254},age_qi_95={0.00088753254,0.00088753254}],11:0.00127594516[&age_median=0.00127594516,age_mean=0.00127594516,age_n=1,age_range={0.00127594516,0.00127594516},age_hpdi_95={0.00127594516,0.00127594516},age_qi_95={0.00127594516,0.00127594516}]
0,1,2,3,0,4,5,5,2,4,3,1,5,0,1,5,4,5	0.001	nan	0:0.00039902415[&age_median=0.00039902415,age_mean=0.00039902415,age_n=1,age_range={0.00039902415,0.00039902415},age_hpdi_95={0.00039902415,0.00039902415},age_qi_95={0.00039902415,0.00039902415}],1:0.00133519019[&age_median=0.00133519019,age_mean=0.00133519019,age_n=1,age_range={0.00133519019,0.00133519019},age_hpdi_95={0.00133519019,0.00133519019},age_qi_95={0.00133519019,0.00133519019}],2:0.00091497602[&age_median=0.00091497602,age_mean=0.00091497602,age_n=1,age_range={0.00091497602,0.00091497602},age_hpdi_95={0.00091497602,0.00091497602},age_qi_95={0.00091497602,0.00091497602}],3:0.00331315771[&age_median=0.00331315771,age_mean=0.00331315771,age_n=1,age_range={0.00331315771,0.00331315771},age_hpdi_95={0.00331315771,0.00331315771},age_qi_95={0.00331315771,0.00331315771}],4:2.074387e-05[&age_median=2.074387e-05,age_mean=2.074387e-05,age_n=1,age_range={2.074387e-05,2.074387e-05},age_hpdi_95={2.074387e-05,2.074387e-05},age_qi_95={2.074387e-05,2.074387e-05}],5:0.00096910084[&age_median=0.00096910084,age_mean=0.00096910084,age_n=1,age_range={0.00096910084,0.00096910084},age_hpdi_95={0.00096910084,0.00096910084},age_qi_95={0.00096910084,0.00096910084}]
0,1,1,2,0,3,3,4,0,5,6,3,5,7,8,9,6,9	0.001	nan	0:0.00071371411[&age_median=0.00071371411,age_mean=0.00071371411,age_n=1,age_range={0.00071371411,0.00071371411},age_hpdi_95={0.00071371411,0.00071371411},age_qi_95={0.00071371411,0.00071371411}],1:0.00240239657[&age_median=0.00240239657,age_mean=0.00240239657,age_n=1,age_range={0.00240239657,0.00240239657},age_hpdi_95={0.00240239657,0.00240239657},age_qi_95={0.00240239657,0.00240239657}],2:4.138141e-05[&age_median=4.138141e-05,age_mean=4.138141e-05,age_n=1,age_range={4.138141e-05,4.138141e-05},age_hpdi_95={4.138141e-05,4.138141e-05},age_qi_95={4.138141e-05,4.138141e-05}],3:0.00214643758[&age_median=0.00214643758,age_mean=0.00214643758,age_n=1,age_range={0.00214643758,0.00214643758},age_hpdi_95={0.00214643758,0.00214643758},age_qi_95={0.00214643758,0.00214643758}],4:0.00060754071[&age_median=0.00060754071,age_mean=0.00060754071,age_n=1,age_range={0.00060754071,0.00060754071},age_hpdi_95={0.00060754071,0.00060754071},age_qi_95={0.00060754071,0.00060754071}],5:0.00043576577[&age_median=0.00043576577,age_mean=0.00043576577,age_n=1,age_range={0.00043576577,0.00043576577},age_hpdi_95={0.00043576577,0.00043576577},age_qi_95={0.00043576577,0.00043576577}],6:0.0019092261[&age_median=0.0019092261,age_mean=0.0019092261,age_n=1,age_range={0.0019092261,0.0019092261},age_hpdi_95={0.0019092261,0.0019092261},age_qi_95={0.0019092261,0.0019092261}],7:0.00057569072[&age_median=0.00057569072,age_mean=0.00057569072,age_n=1,age_range={0.00057569072,0.00057569072},age_hpdi_95={0.00057569072,0.00057569072},age_qi_95={0.00057569072,0.00057569072}],8:0.0036751289[&age_median=0.0036751289,age_mean=0.0036751289,age_n=1,age_range={0.0036751289,0.0036751289},age_hpdi_95={0.0036751289,0.0036751289},age_qi_95={0.0036751289,0.0036751289}],9:0.00077606207[&age_median=0.00077606207,age_mean=0.00077606207,age_n=1,age_range={0.00077606207,0.00077606207},age_hpdi_95={0.00077606207,0.00077606207},age_qi_95={0.00077606207,0.00077606207}]
0,1,2,3,1,3,3,4,1,2,0,2,5,6,5,1,1,7	0.001	nan	0:0.0043383114[&age_median=0.0043383114,age_mean=0.0043383114,age_n=1,age_range={0.0043383114,0.0043383114},age_hpdi_95={0.0043383114,0.0043383114},age_qi_95={0.0043383114,0.0043383114}],1:0.00033253106[&age_median=0.00033253106,age_mean=0.00033253106,age_n=1,age_range={0.00033253106,0.00033253106},age_hpdi_95={0.00033253106,0.00033253106},age_qi_95={0.00033253106,0.00033253106}],2:9.68885e-05[&age_median=9.68885e-05,age_mean=9.68885e-05,age_n=1,age_range={9.68885e-05,9.68885e-05},age_hpdi_95={9.68885e-05,9.68885e-05},age_qi_95={9.68885e-05,9.68885e-05}],3:9.370637e-05[&age_median=9.370637e-05,age_mean=9.370637e-05,age_n=1,age_range={9.370637e-05,9.370637e-05},age_hpdi_95={9.370637e-05,9.370637e-05},age_qi_95={9.370637e-05,9.370637e-05}],4:0.00312245609[&age_median=0.00312245609,age_mean=0.00312245609,age_n=1,age_range={0.00312245609,0.00312245609},age_hpdi_95={0.00312245609,0.00312245609},age_qi_95={0.00312245609,0.00312245609}],5:0.0014200486[&age_median=0.0014200486,age_mean=0.0014200486,age_n=1,age_range={0.0014200486,0.0014200486},age_hpdi_95={0.0014200486,0.0014200486},age_qi_95={0.0014200486,0.0014200486}],6:0.00059198468[&age_median=0.00059198468,age_mean=0.00059198468,age_n=1,age_range={0.00059198468,0.00059198468},age_hpdi_95={0.00059198468,0.00059198468},age_qi_95={0.00059198468,0.00059198468}],7:0.00013427082[&age_median=0.00013427082,age_mean=0.00013427082,age_n=1,age_range={0.00013427082,0.00013427082},age_hpdi_95={0.00013427082,0.00013427082},age_qi_95={0.00013427082,0.00013427082}]
0,0,1,1,2,3,2,4,5,0,6,5,4,4,2,1,4,6	0.001	nan	0:3.043824e-05[&age_median=3.043824e-05,age_mean=3.043824e-05,age_n=1,age_range={3.043824e-05,3.043824e-05},age_hpdi_95={3.043824e-05,3.043824e-05},age_qi_95={3.043824e-05,3.043824e-05}],1:0.00196050078[&age_median=0.00196050078,age_mean=0.00196050078,age_n=1,age_range={0.00196050078,0.00196050078},age_hpdi_95={0.00196050078,0.00196050078},age_qi_95={0.00196050078,0.00196050078}],2:0.0004671896[&age_median=0.0004671896,age_mean=0.0004671896,age_n=1,age_range={0.0004671896,0.0004671896},age_hpdi_95={0.0004671896,0.0004671896},age_qi_95={0.0004671896,0.0004671896}],3:0.00047503732[&age_median=0.00047503732,age_mean=0.00047503732,age_n=1,age_range={0.00047503732,0.00047503732},age_hpdi_95={0.00047503732,0.00047503732},age_qi_95={0.00047503732,0.00047503732}],4:0.00266686618[&age_median=0.00266686618,age_mean=0.00266686618,age_n=1,age_range={0.00266686618,0.00266686618},age_hpdi_95={0.00266686618,0.00266686618},age_qi_95={0.00266686618,0.00266686618}],5:0.0020379603[&age_median=0.0020379603,age_mean=0.0020379603,age_n=1,age_range={0.0020379603,0.0020379603},age_hpdi_95={0.0020379603,0.0020379603},age_qi_95={0.0020379603,0.0020379603}],6:0.00190815784[&age_median=0.00190815784,age_mean=0.00190815784,age_n=1,age_range={0.00190815784,0.00190815784},age_hpdi_95={0.00190815784,0.00190815784},age_qi_95={0.00190815784,0.00190815784}]
0,1,0,1,2,1,3,1,4,5,3,5,3,4,2,3,2,3	0.001	nan	0:0.0020743502[&age_median=0.0020743502,age_mean=0.0020743502,age_n=1,age_range={0.0020743502,0.0020743502},age_hpdi_95={0.0020743502,0.0020743502},age_qi_95={0.0020743502,0.0020743502}],1:0.00014389244[&age_median=0.00014389244,age_mean=0.00014389244,age_n=1,age_range={0.00014389244,0.00014389244},age_hpdi_95={0.00014389244,0.00014389244},age_qi_95={0.00014389244,0.00014389244}],2:0.00135852934[&age_median=0.00135852934,age_mean=0.00135852934,age_n=1,age_range={0.00135852934,0.00135852934},age_hpdi_95={0.00135852934,0.00135852934},age_qi_95={0.00135852934,0.00135852934}],3:0.00055769786[&age_median=0.00055769786,age_mean=0.00055769786,age_n=1,age_range={0.00055769786,0.00055769786},age_hpdi_95={0.00055769786,0.00055769786},age_qi_95={0.00055769786,0.00055769786}],4:0.00250363464[&age_median=0.00250363464,age_mean=0.00250363464,age_n=1,age_range={0.00250363464,0.00250363464},age_hpdi_95={0.00250363464,0.00250363464},age_qi_95={0.00250363464,0.00250363464}],5:0.00141460466[&age_median=0.00141460466,age_mean=0.00141460466,age_n=1,age_range={0.00141460466,0.00141460466},age_hpdi_95={0.00141460466,0.00141460466},age_qi_95={0.00141460466,0.00141460466}]
0,1,1,2,3,4,5,5,6,7,8,3,9,10,11,12,11,12	0.001	nan	0:0.0005604104[&age_median=0.0005604104,age_mean=0.0005604104,age_n=1,age_range={0.0005604104,0.0005604104},age_hpdi_95={0.0005604104,0.0005604104},age_qi_95={0.0005604104,0.0005604104}],1:0.00060007397[&age_median=0.00060007397,age_mean=0.00060007397,age_n=1,age_range={0.00060007397,0.00060007397},age_hpdi_95={0.00060007397,0.00060007397},age_qi_95={0.00060007397,0.00060007397}],2:0.00745072357[&age_median=0.00745072357,age_mean=0.00745072357,age_n=1,age_range={0.00745072357,0.00745072357},age_hpdi_95={0.00745072357,0.00745072357},age_qi_95={0.00745072357,0.00745072357}],3:0.00099110744[&age_median=0.00099110744,age_mean=0.00099110744,age_n=1,age_range={0.00099110744,0.00099110744},age_hpdi_95={0.00099110744,0.00099110744},age_qi_95={0.00099110744,0.00099110744}],4:0.00068700397[&age_median=0.00068700397,age_mean=0.00068700397,age_n=1,age_range={0.00068700397,0.00068700397},age_hpdi_95={0.00068700397,0.00068700397},age_qi_95={0.00068700397,0.00068700397}],5:0.00422643318[&age_median=0.00422643318,age_mean=0.00422643318,age_n=1,age_range={0.00422643318,0.00422643318},age_hpdi_95={0.00422643318,0.00422643318},age_qi_95={0.00422643318,0.00422643318}],6:0.00056860136[&age_median=0.00056860136,age_mean=0.00056860136,age_n=1,age_range={0.00056860136,0.00056860136},age_hpdi_95={0.00056860136,0.00056860136},age_qi_95={0.00056860136,0.00056860136}],7:0.00118854339[&age_median=0.00118854339,age_mean=0.00118854339,age_n=1,age_range={0.00118854339,0.00118854339},age_hpdi_95={0.00118854339,0.00118854339},age_qi_95={0.00118854339,0.00118854339}],8:3.849999e-05[&age_median=3.849999e-05,age_mean=3.849999e-05,age_n=1,age_range={3.849999e-05,3.849999e-05},age_hpdi_95={3.849999e-05,3.849999e-05},age_qi_95={3.849999e-05,3.849999e-05}],9:0.00129548868[&age_median=0.00129548868,age_mean=0.00129548868,age_n=1,age_range={0.00129548868,0.00129548868},age_hpdi_95={0.00129548868,0.00129548868},age_qi_95={0.00129548868,0.00129548868}],10:0.00466871528[&age_median=0.00466871528,age_mean=0.00466871528,age_n=1,age_range={0.00466871528,0.00466871528},age_hpdi_95={0.00466871528,0.00466871528},age_qi_95={0.00466871528,0.00466871528}],11:0.00020093811[&age_median=0.00020093811,age_mean=0.00020093811,age_n=1,age_range={0.00020093811,0.00020093811},age_hpdi_95={0.00020093811,0.00020093811},age_qi_95={0.00020093811,0.00020093811}],12:0.00013727897[&age_median=0.00013727897,age_mean=0.00013727897,age_n=1,age_range={0.00013727897,0.00013727897},age_hpdi_95={0.00013727897,0.00013727897},age_qi_95={0.00013727897,0.00013727897}]
0,1,2,3,4,5,6,7,8,6,3,5,9,1,2,10,2,11	0.001	nan	0:0.00458213869[&age_median=0.00458213869,age_mean=0.00458213869,age_n=1,age_range={0.00458213869,0.00458213869},age_hpdi_95={0.00458213869,0.00458213869},age_qi_95={0.00458213869,0.00458213869}],1:0.00101994082[&age_median=0.00101994082,age_mean=0.00101994082,age_n=1,age_range={0.00101994082,0.00101994082},age_hpdi_95={0.00101994082,0.00101994082},age_qi_95={0.00101994082,0.00101994082}],2:0.00058340102[&age_median=0.00058340102,age_mean=0.00058340102,age_n=1,age_range={0.00058340102,0.00058340102},age_hpdi_95={0.00058340102,0.00058340102},age_qi_95={0.00058340102,0.00058340102}],3:0.00120189234[&age_median=0.00120189234,age_mean=0.00120189234,age_n=1,age_range={0.00120189234,0.00120189234},age_hpdi_95={0.00120189234,0.00120189234},age_qi_95={0.00120189234,0.00120189234}],4:0.00313577214[&age_median=0.00313577214,age_mean=0.00313577214,age_n=1,age_range={0.00313577214,0.00313577214},age_hpdi_95={0.00313577214,0.00313577214},age_qi_95={0.00313577214,0.00313577214}],5:0.00084885552[&age_median=0.00084885552,age_mean=0.00084885552,age_n=1,age_range={0.00084885552,0.00084885552},age_hpdi_95={0.00084885552,0.00084885552},age_qi_95={0.00084885552,0.00084885552}],6:0.00215854719[&age_median=0.00215854719,age_mean=0.00215854719,age_n=1,age_range={0.00215854719,0.00215854719},age_hpdi_95={0.00215854719,0.00215854719},age_qi_95={0.00215854719,0.00215854719}],7:0.00109510102[&age_median=0.00109510102,age_mean=0.00109510102,age_n=1,age_range={0.00109510102,0.00109510102},age_hpdi_95={0.00109510102,0.00109510102},age_qi_95={0.00109510102,0.00109510102}],8:1.016327e-05[&age_median=1.016327e-05,age_mean=1.016327e-05,age_n=1,age_range={1.016327e-05,1.016327e-05},age_hpdi_95={1.016327e-05,1.016327e-05},age_qi_95={1.016327e-05,1.016327e-05}],9:0.00056994361[&age_median=0.00056994361,age_mean=0.00056994361,age_n=1,age_range={0.00056994361,0.00056994361},age_hpdi_95={0.00056994361,0.00056994361},age_qi_95={0.00056994361,0.00056994361}],10:0.00022147171[&age_median=0.00022147171,age_mean=0.00022147171,age_n=1,age_range={0.00022147171,0.00022147171},age_hpdi_95={0.00022147171,0.00022147171},age_qi_95={0.00022147171,0.00022147171}],11:0.00236140962[&age_median=0.00236140962,age_mean=0.00236140962,age_n=1,age_range={0.00236140962,0.00236140962},age_hpdi_95={0.00236140962,0.00236140962},age_qi_95={0.00236140962,0.00236140962}]
0,1,0,2,0,3,2,4,0,3,4,1,2,0,3,0,4,1	0.001	nan	0:0.00031067614[&age_median=0.00031067614,age_mean=0.00031067614,age_n=1,age_range={0.00031067614,0.00031067614},age_hpdi_95={0.00031067614,0.00031067614},age_qi_95={0.00031067614,0.00031067614}],1:0.00172312859[&age_median=0.00172312859,age_mean=0.00172312859,age_n=1,age_range={0.00172312859,0.00172312859},age_hpdi_95={0.00172312859,0.00172312859},age_qi_95={0.00172312859,0.00172312859}],2:0.00048305631[&age_median=0.00048305631,age_mean=0.00048305631,age_n=1,age_range={0.00048305631,0.00048305631},age_hpdi_95={0.00048305631,0.00048305631},age_qi_95={0.00048305631,0.00048305631}],3:0.001309242[&age_median=0.001309242,age_mean=0.001309242,age_n=1,age_range={0.001309242,0.001309242},age_hpdi_95={0.001309242,0.001309242},age_qi_95={0.001309242,0.001309242}],4:0.00204444982[&age_median=0.00204444982,age_mean=0.00204444982,age_n=1,age_range={0.00204444982,0.00204444982},age_hpdi_95={0.00204444982,0.00204444982},age_qi_95={0.00204444982,0.00204444982}]
0,1,2,0,1,1,1,1,1,1,2,0,2,2,0,2,1,1	0.001	nan	0:7.850117e-05[&age_median=7.850117e-05,age_mean=7.850117e-05,age_n=1,age_range={7.850117e-05,7.850117e-05},age_hpdi_95={7.850117e-05,7.850117e-05},age_qi_95={7.850117e-05,7.850117e-05}],1:0.00173488489[&age_median=0.00173488489,age_mean=0.00173488489,age_n=1,age_range={0.00173488489,0.00173488489},age_hpdi_95={0.00173488489,0.00173488489},age_qi_95={0.00173488489,0.00173488489}],2:0.00231500572[&age_median=0.00231500572,age_mean=0.00231500572,age_n=1,age_range={0.00231500572,0.00231500572},age_hpdi_95={0.00231500572,0.00231500572},age_qi_95={0.00231500572,0.00231500572}]
0,1,1,2,2,1,1,1,0,0,1,2,1,2,0,0,2,1	0.001	nan	0:0.00064139906[&age_median=0.00064139906,age_mean=0.00064139906,age_n=1,age_range={0.00064139906,0.00064139906},age_hpdi_95={0.00064139906,0.00064139906},age_qi_95={0.00064139906,0.00064139906}],1:0.00130913351[&age_median=0.00130913351,age_mean=0.00130913351,age_n=1,age_range={0.00130913351,0.00130913351},age_hpdi_95={0.00130913351,0.00130913351},age_qi_95={0.00130913351,0.00130913351}],2:0.00493846421[&age_median=0.00493846421,age_mean=0.00493846421,age_n=1,age_range={0.00493846421,0.00493846421},age_hpdi_95={0.00493846421,0.00493846421},age_qi_95={0.00493846421,0.00493846421}]
0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0	0.001	nan	0:0.00018298649[&age_median=0.00018298649,age_mean=0.00018298649,age_n=1,age_range={0.00018298649,0.00018298649},age_hpdi_95={0.00018298649,0.00018298649},age_qi_95={0.00018298649,0.00018298649}],1:0.00115510763[&age_median=0.00115510763,age_mean=0.00115510763,age_n=1,age_range={0.00115510763,0.00115510763},age_hpdi_95={0.00115510763,0.00115510763},age_qi_95={0.00115510763,0.00115510763}]
