divergence_model	estimated_prob	glm_adjusted_prob	div_model_with_conditional_age_estimates
0,0,1,1,2,3,0,1,3,1,2,1,3,0,3,3,1,3	0.001	nan	0:0.00339785388[&age_median=0.00339785388,age_mean=0.00339785388,age_n=1,age_range={0.00339785388,0.00339785388},age_hpdi_95={0.00339785388,0.00339785388},age_qi_95={0.00339785388,0.00339785388}],1:0.00017017667[&age_median=0.00017017667,age_mean=0.00017017667,age_n=1,age_range={0.00017017667,0.00017017667},age_hpdi_95={0.00017017667,0.00017017667},age_qi_95={0.00017017667,0.00017017667}],2:0.00056538922[&age_median=0.00056538922,age_mean=0.00056538922,age_n=1,age_range={0.00056538922,0.00056538922},age_hpdi_95={0.00056538922,0.00056538922},age_qi_95={0.00056538922,0.00056538922}],3:4.903896e-05[&age_median=4.903896e-05,age_mean=4.903896e-05,age_n=1,age_range={4.903896e-05,4.903896e-05},age_hpdi_95={4.903896e-05,4.903896e-05},age_qi_95={4.903896e-05,4.903896e-05}]
0,1,2,3,4,3,5,1,6,7,2,8,3,7,2,3,5,9	0.001	nan	0:0.00021051686[&age_median=0.00021051686,age_mean=0.00021051686,age_n=1,age_range={0.00021051686,0.00021051686},age_hpdi_95={0.00021051686,0.00021051686},age_qi_95={0.00021051686,0.00021051686}],1:0.00085430547[&age_median=0.00085430547,age_mean=0.00085430547,age_n=1,age_range={0.00085430547,0.00085430547},age_hpdi_95={0.00085430547,0.00085430547},age_qi_95={0.00085430547,0.00085430547}],2:0.00140151842[&age_median=0.00140151842,age_mean=0.00140151842,age_n=1,age_range={0.00140151842,0.00140151842},age_hpdi_95={0.00140151842,0.00140151842},age_qi_95={0.00140151842,0.00140151842}],3:0.00067775365[&age_median=0.00067775365,age_mean=0.00067775365,age_n=1,age_range={0.00067775365,0.00067775365},age_hpdi_95={0.00067775365,0.00067775365},age_qi_95={0.00067775365,0.00067775365}],4:0.00030501383[&age_median=0.00030501383,age_mean=0.00030501383,age_n=1,age_range={0.00030501383,0.00030501383},age_hpdi_95={0.00030501383,0.00030501383},age_qi_95={0.00030501383,0.00030501383}],5:0.00524632435[&age_median=0.00524632435,age_mean=0.00524632435,age_n=1,age_range={0.00524632435,0.00524632435},age_hpdi_95={0.00524632435,0.00524632435},age_qi_95={0.00524632435,0.00524632435}],6:0.00894553903[&age_median=0.00894553903,age_mean=0.00894553903,age_n=1,age_range={0.00894553903,0.00894553903},age_hpdi_95={0.00894553903,0.00894553903},age_qi_95={0.00894553903,0.00894553903}],7:9.4733e-05[&age_median=9.4733e-05,age_mean=9.4733e-05,age_n=1,age_range={9.4733e-05,9.4733e-05},age_hpdi_95={9.4733e-05,9.4733e-05},age_qi_95={9.4733e-05,9.4733e-05}],8:0.00155006661[&age_median=0.00155006661,age_mean=0.00155006661,age_n=1,age_range={0.00155006661,0.00155006661},age_hpdi_95={0.00155006661,0.00155006661},age_qi_95={0.00155006661,0.00155006661}],9:0.00113394496[&age_median=0.00113394496,age_mean=0.00113394496,age_n=1,age_range={0.00113394496,0.00113394496},age_hpdi_95={0.00113394496,0.00113394496},age_qi_95={0.00113394496,0.00113394496}]
0,0,1,2,3,1,4,1,4,5,5,2,1,0,5,5,3,2	0.001	nan	0:0.00031738419[&age_median=0.00031738419,age_mean=0.00031738419,age_n=1,age_range={0.00031738419,0.00031738419},age_hpdi_95={0.00031738419,0.00031738419},age_qi_95={0.00031738419,0.00031738419}],1:0.00117522838[&age_median=0.00117522838,age_mean=0.00117522838,age_n=1,age_range={0.00117522838,0.00117522838},age_hpdi_95={0.00117522838,0.00117522838},age_qi_95={0.00117522838,0.00117522838}],2:0.00021673514[&age_median=0.00021673514,age_mean=0.00021673514,age_n=1,age_range={0.00021673514,0.00021673514},age_hpdi_95={0.00021673514,0.00021673514},age_qi_95={0.00021673514,0.00021673514}],3:0.00167250183[&age_median=0.00167250183,age_mean=0.00167250183,age_n=1,age_range={0.00167250183,0.00167250183},age_hpdi_95={0.00167250183,0.00167250183},age_qi_95={0.00167250183,0.00167250183}],4:0.00010355535[&age_median=0.00010355535,age_mean=0.00010355535,age_n=1,age_range={0.00010355535,0.00010355535},age_hpdi_95={0.00010355535,0.00010355535},age_qi_95={0.00010355535,0.00010355535}],5:0.00148002607[&age_median=0.00148002607,age_mean=0.00148002607,age_n=1,age_range={0.00148002607,0.00148002607},age_hpdi_95={0.00148002607,0.00148002607},age_qi_95={0.00148002607,0.00148002607}]
0,1,2,3,4,5,6,7,2,8,9,3,10,1,0,3,11,10	0.001	nan	0:0.00268777221[&age_median=0.00268777221,age_mean=0.00268777221,age_n=1,age_range={0.00268777221,0.00268777221},age_hpdi_95={0.00268777221,0.00268777221},age_qi_95={0.00268777221,0.00268777221}],1:0.00055023973[&age_median=0.00055023973,age_mean=0.00055023973,age_n=1,age_range={0.00055023973,0.00055023973},age_hpdi_95={0.00055023973,0.00055023973},age_qi_95={0.00055023973,0.00055023973}],2:0.00196217827[&age_median=0.00196217827,age_mean=0.00196217827,age_n=1,age_range={0.00196217827,0.00196217827},age_hpdi_95={0.00196217827,0.00196217827},age_qi_95={0.00196217827,0.00196217827}],3:0.00120593696[&age_median=0.00120593696,age_mean=0.00120593696,age_n=1,age_range={0.00120593696,0.00120593696},age_hpdi_95={0.00120593696,0.00120593696},age_qi_95={0.00120593696,0.00120593696}],4:0.00035676502[&age_median=0.00035676502,age_mean=0.00035676502,age_n=1,age_range={0.00035676502,0.00035676502},age_hpdi_95={0.00035676502,0.00035676502},age_qi_95={0.00035676502,0.00035676502}],5:0.00189967585[&age_median=0.00189967585,age_mean=0.00189967585,age_n=1,age_range={0.00189967585,0.00189967585},age_hpdi_95={0.00189967585,0.00189967585},age_qi_95={0.00189967585,0.00189967585}],6:0.00128152647[&age_median=0.00128152647,age_mean=0.00128152647,age_n=1,age_range={0.00128152647,0.00128152647},age_hpdi_95={0.00128152647,0.00128152647},age_qi_95={0.00128152647,0.00128152647}],7:0.00075368734[&age_median=0.00075368734,age_mean=0.00075368734,age_n=1,age_range={0.00075368734,0.00075368734},age_hpdi_95={0.00075368734,0.00075368734},age_qi_95={0.00075368734,0.00075368734}],8:0.00019928077[&age_median=0.00019928077,age_mean=0.00019928077,age_n=1,age_range={0.00019928077,0.00019928077},age_hpdi_95={0.00019928077,0.00019928077},age_qi_95={0.00019928077,0.00019928077}],9:0.00056321155[&age_median=0.00056321155,age_mean=0.00056321155,age_n=1,age_range={0.00056321155,0.00056321155},age_hpdi_95={0.00056321155,0.00056321155},age_qi_95={0.00056321155,0.00056321155}],10:0.00200270582[&age_median=0.00200270582,age_mean=0.00200270582,age_n=1,age_range={0.00200270582,0.00200270582},age_hpdi_95={0.00200270582,0.00200270582},age_qi_95={0.00200270582,0.00200270582}],11:0.00182562619[&age_median=0.00182562619,age_mean=0.00182562619,age_n=1,age_range={0.00182562619,0.00182562619},age_hpdi_95={0.00182562619,0.00182562619},age_qi_95={0.00182562619,0.00182562619}]
0,1,2,3,2,4,5,6,7,3,7,4,2,8,6,0,9,3	0.001	nan	0:0.00069037317[&age_median=0.00069037317,age_mean=0.00069037317,age_n=1,age_range={0.00069037317,0.00069037317},age_hpdi_95={0.00069037317,0.00069037317},age_qi_95={0.00069037317,0.00069037317}],1:0.00126918623[&age_median=0.00126918623,age_mean=0.00126918623,age_n=1,age_range={0.00126918623,0.00126918623},age_hpdi_95={0.00126918623,0.00126918623},age_qi_95={0.00126918623,0.00126918623}],2:0.00489117543[&age_median=0.00489117543,age_mean=0.00489117543,age_n=1,age_range={0.00489117543,0.00489117543},age_hpdi_95={0.00489117543,0.00489117543},age_qi_95={0.00489117543,0.00489117543}],3:0.00069956811[&age_median=0.00069956811,age_mean=0.00069956811,age_n=1,age_range={0.00069956811,0.00069956811},age_hpdi_95={0.00069956811,0.00069956811},age_qi_95={0.00069956811,0.00069956811}],4:0.00029953068[&age_median=0.00029953068,age_mean=0.00029953068,age_n=1,age_range={0.00029953068,0.00029953068},age_hpdi_95={0.00029953068,0.00029953068},age_qi_95={0.00029953068,0.00029953068}],5:0.00318909736[&age_median=0.00318909736,age_mean=0.00318909736,age_n=1,age_range={0.00318909736,0.00318909736},age_hpdi_95={0.00318909736,0.00318909736},age_qi_95={0.00318909736,0.00318909736}],6:0.00429518438[&age_median=0.00429518438,age_mean=0.00429518438,age_n=1,age_range={0.00429518438,0.00429518438},age_hpdi_95={0.00429518438,0.00429518438},age_qi_95={0.00429518438,0.00429518438}],7:0.00258299731[&age_median=0.00258299731,age_mean=0.00258299731,age_n=1,age_range={0.00258299731,0.00258299731},age_hpdi_95={0.00258299731,0.00258299731},age_qi_95={0.00258299731,0.00258299731}],8:0.00463405559[&age_median=0.00463405559,age_mean=0.00463405559,age_n=1,age_range={0.00463405559,0.00463405559},age_hpdi_95={0.00463405559,0.00463405559},age_qi_95={0.00463405559,0.00463405559}],9:0.00333011584[&age_median=0.00333011584,age_mean=0.00333011584,age_n=1,age_range={0.00333011584,0.00333011584},age_hpdi_95={0.00333011584,0.00333011584},age_qi_95={0.00333011584,0.00333011584}]
0,1,1,1,0,0,0,0,2,3,4,4,3,2,0,0,4,0	0.001	nan	0:0.00126676126[&age_median=0.00126676126,age_mean=0.00126676126,age_n=1,age_range={0.00126676126,0.00126676126},age_hpdi_95={0.00126676126,0.00126676126},age_qi_95={0.00126676126,0.00126676126}],1:6.795717e-05[&age_median=6.795717e-05,age_mean=6.795717e-05,age_n=1,age_range={6.795717e-05,6.795717e-05},age_hpdi_95={6.795717e-05,6.795717e-05},age_qi_95={6.795717e-05,6.795717e-05}],2:0.00021813308[&age_median=0.00021813308,age_mean=0.00021813308,age_n=1,age_range={0.00021813308,0.00021813308},age_hpdi_95={0.00021813308,0.00021813308},age_qi_95={0.00021813308,0.00021813308}],3:0.00413600517[&age_median=0.00413600517,age_mean=0.00413600517,age_n=1,age_range={0.00413600517,0.00413600517},age_hpdi_95={0.00413600517,0.00413600517},age_qi_95={0.00413600517,0.00413600517}],4:0.00040628845[&age_median=0.00040628845,age_mean=0.00040628845,age_n=1,age_range={0.00040628845,0.00040628845},age_hpdi_95={0.00040628845,0.00040628845},age_qi_95={0.00040628845,0.00040628845}]
0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1	0.001	nan	0:3.38739e-05[&age_median=3.38739e-05,age_mean=3.38739e-05,age_n=1,age_range={3.38739e-05,3.38739e-05},age_hpdi_95={3.38739e-05,3.38739e-05},age_qi_95={3.38739e-05,3.38739e-05}],1:0.00322756873[&age_median=0.00322756873,age_mean=0.00322756873,age_n=1,age_range={0.00322756873,0.00322756873},age_hpdi_95={0.00322756873,0.00322756873},age_qi_95={0.00322756873,0.00322756873}]
0,1,2,1,1,1,3,0,2,0,3,2,3,1,2,2,1,1	0.001	nan	0:0.00059947744[&age_median=0.00059947744,age_mean=0.00059947744,age_n=1,age_range={0.00059947744,0.00059947744},age_hpdi_95={0.00059947744,0.00059947744},age_qi_95={0.00059947744,0.00059947744}],1:0.00106189907[&age_median=0.00106189907,age_mean=0.00106189907,age_n=1,age_range={0.00106189907,0.00106189907},age_hpdi_95={0.00106189907,0.00106189907},age_qi_95={0.00106189907,0.00106189907}],2:0.00018585373[&age_median=0.00018585373,age_mean=0.00018585373,age_n=1,age_range={0.00018585373,0.00018585373},age_hpdi_95={0.00018585373,0.00018585373},age_qi_95={0.00018585373,0.00018585373}],3:0.00022771007[&age_median=0.00022771007,age_mean=0.00022771007,age_n=1,age_range={0.00022771007,0.00022771007},age_hpdi_95={0.00022771007,0.00022771007},age_qi_95={0.00022771007,0.00022771007}]
0,1,2,3,4,3,0,0,4,4,0,0,2,3,1,0,2,0	0.001	nan	0:0.00216836115[&age_median=0.00216836115,age_mean=0.00216836115,age_n=1,age_range={0.00216836115,0.00216836115},age_hpdi_95={0.00216836115,0.00216836115},age_qi_95={0.00216836115,0.00216836115}],1:0.00119630861[&age_median=0.00119630861,age_mean=0.00119630861,age_n=1,age_range={0.00119630861,0.00119630861},age_hpdi_95={0.00119630861,0.00119630861},age_qi_95={0.00119630861,0.00119630861}],2:0.00022060256[&age_median=0.00022060256,age_mean=0.00022060256,age_n=1,age_range={0.00022060256,0.00022060256},age_hpdi_95={0.00022060256,0.00022060256},age_qi_95={0.00022060256,0.00022060256}],3:0.00074776499[&age_median=0.00074776499,age_mean=0.00074776499,age_n=1,age_range={0.00074776499,0.00074776499},age_hpdi_95={0.00074776499,0.00074776499},age_qi_95={0.00074776499,0.00074776499}],4:0.0004657599[&age_median=0.0004657599,age_mean=0.0004657599,age_n=1,age_range={0.0004657599,0.0004657599},age_hpdi_95={0.0004657599,0.0004657599},age_qi_95={0.0004657599,0.0004657599}]
0,1,2,3,4,4,2,2,5,6,2,7,7,5,4,0,4,6	0.001	nan	0:3.371027e-05[&age_median=3.371027e-05,age_mean=3.371027e-05,age_n=1,age_range={3.371027e-05,3.371027e-05},age_hpdi_95={3.371027e-05,3.371027e-05},age_qi_95={3.371027e-05,3.371027e-05}],1:0.00116411726[&age_median=0.00116411726,age_mean=0.00116411726,age_n=1,age_range={0.00116411726,0.00116411726},age_hpdi_95={0.00116411726,0.00116411726},age_qi_95={0.00116411726,0.00116411726}],2:0.00192475273[&age_median=0.00192475273,age_mean=0.00192475273,age_n=1,age_range={0.00192475273,0.00192475273},age_hpdi_95={0.00192475273,0.00192475273},age_qi_95={0.00192475273,0.00192475273}],3:0.00237954147[&age_median=0.00237954147,age_mean=0.00237954147,age_n=1,age_range={0.00237954147,0.00237954147},age_hpdi_95={0.00237954147,0.00237954147},age_qi_95={0.00237954147,0.00237954147}],4:4.69907e-05[&age_median=4.69907e-05,age_mean=4.69907e-05,age_n=1,age_range={4.69907e-05,4.69907e-05},age_hpdi_95={4.69907e-05,4.69907e-05},age_qi_95={4.69907e-05,4.69907e-05}],5:2.088271e-05[&age_median=2.088271e-05,age_mean=2.088271e-05,age_n=1,age_range={2.088271e-05,2.088271e-05},age_hpdi_95={2.088271e-05,2.088271e-05},age_qi_95={2.088271e-05,2.088271e-05}],6:0.00088622347[&age_median=0.00088622347,age_mean=0.00088622347,age_n=1,age_range={0.00088622347,0.00088622347},age_hpdi_95={0.00088622347,0.00088622347},age_qi_95={0.00088622347,0.00088622347}],7:6.540512e-05[&age_median=6.540512e-05,age_mean=6.540512e-05,age_n=1,age_range={6.540512e-05,6.540512e-05},age_hpdi_95={6.540512e-05,6.540512e-05},age_qi_95={6.540512e-05,6.540512e-05}]
0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1	0.001	nan	0:0.00017721108[&age_median=0.00017721108,age_mean=0.00017721108,age_n=1,age_range={0.00017721108,0.00017721108},age_hpdi_95={0.00017721108,0.00017721108},age_qi_95={0.00017721108,0.00017721108}],1:0.00066503953[&age_median=0.00066503953,age_mean=0.00066503953,age_n=1,age_range={0.00066503953,0.00066503953},age_hpdi_95={0.00066503953,0.00066503953},age_qi_95={0.00066503953,0.00066503953}]
0,1,0,2,3,4,4,4,0,5,4,5,2,3,1,5,5,3	0.001	nan	0:0.00019022784[&age_median=0.00019022784,age_mean=0.00019022784,age_n=1,age_range={0.00019022784,0.00019022784},age_hpdi_95={0.00019022784,0.00019022784},age_qi_95={0.00019022784,0.00019022784}],1:0.00281744616[&age_median=0.00281744616,age_mean=0.00281744616,age_n=1,age_range={0.00281744616,0.00281744616},age_hpdi_95={0.00281744616,0.00281744616},age_qi_95={0.00281744616,0.00281744616}],2:0.0013888116[&age_median=0.0013888116,age_mean=0.0013888116,age_n=1,age_range={0.0013888116,0.0013888116},age_hpdi_95={0.0013888116,0.0013888116},age_qi_95={0.0013888116,0.0013888116}],3:4.839687e-05[&age_median=4.839687e-05,age_mean=4.839687e-05,age_n=1,age_range={4.839687e-05,4.839687e-05},age_hpdi_95={4.839687e-05,4.839687e-05},age_qi_95={4.839687e-05,4.839687e-05}],4:0.00024178449[&age_median=0.00024178449,age_mean=0.00024178449,age_n=1,age_range={0.00024178449,0.00024178449},age_hpdi_95={0.00024178449,0.00024178449},age_qi_95={0.00024178449,0.00024178449}],5:0.00035786231[&age_median=0.00035786231,age_mean=0.00035786231,age_n=1,age_range={0.00035786231,0.00035786231},age_hpdi_95={0.00035786231,0.00035786231},age_qi_95={0.00035786231,0.00035786231}]
0,1,2,3,1,4,3,2,4,2,4,5,6,0,4,5,4,4	0.001	nan	0:0.00102329422[&age_median=0.00102329422,age_mean=0.00102329422,age_n=1,age_range={0.00102329422,0.00102329422},age_hpdi_95={0.00102329422,0.00102329422},age_qi_95={0.00102329422,0.00102329422}],1:0.00148616957[&age_median=0.00148616957,age_mean=0.00148616957,age_n=1,age_range={0.00148616957,0.00148616957},age_hpdi_95={0.00148616957,0.00148616957},age_qi_95={0.00148616957,0.00148616957}],2:0.00184437349[&age_median=0.00184437349,age_mean=0.00184437349,age_n=1,age_range={0.00184437349,0.00184437349},age_hpdi_95={0.00184437349,0.00184437349},age_qi_95={0.00184437349,0.00184437349}],3:0.00075278138[&age_median=0.00075278138,age_mean=0.00075278138,age_n=1,age_range={0.00075278138,0.00075278138},age_hpdi_95={0.00075278138,0.00075278138},age_qi_95={0.00075278138,0.00075278138}],4:0.00021529415[&age_median=0.00021529415,age_mean=0.00021529415,age_n=1,age_range={0.00021529415,0.00021529415},age_hpdi_95={0.00021529415,0.00021529415},age_qi_95={0.00021529415,0.00021529415}],5:3.772669e-05[&age_median=3.772669e-05,age_mean=3.772669e-05,age_n=1,age_range={3.772669e-05,3.772669e-05},age_hpdi_95={3.772669e-05,3.772669e-05},age_qi_95={3.772669e-05,3.772669e-05}],6:0.003631595[&age_median=0.003631595,age_mean=0.003631595,age_n=1,age_range={0.003631595,0.003631595},age_hpdi_95={0.003631595,0.003631595},age_qi_95={0.003631595,0.003631595}]
0,1,0,2,0,1,3,4,3,1,1,5,3,3,4,5,5,5	0.001	nan	0:0.00132727315[&age_median=0.00132727315,age_mean=0.00132727315,age_n=1,age_range={0.00132727315,0.00132727315},age_hpdi_95={0.00132727315,0.00132727315},age_qi_95={0.00132727315,0.00132727315}],1:0.00026225991[&age_median=0.00026225991,age_mean=0.00026225991,age_n=1,age_range={0.00026225991,0.00026225991},age_hpdi_95={0.00026225991,0.00026225991},age_qi_95={0.00026225991,0.00026225991}],2:0.00115298925[&age_median=0.00115298925,age_mean=0.00115298925,age_n=1,age_range={0.00115298925,0.00115298925},age_hpdi_95={0.00115298925,0.00115298925},age_qi_95={0.00115298925,0.00115298925}],3:0.00094375792[&age_median=0.00094375792,age_mean=0.00094375792,age_n=1,age_range={0.00094375792,0.00094375792},age_hpdi_95={0.00094375792,0.00094375792},age_qi_95={0.00094375792,0.00094375792}],4:0.00087585287[&age_median=0.00087585287,age_mean=0.00087585287,age_n=1,age_range={0.00087585287,0.00087585287},age_hpdi_95={0.00087585287,0.00087585287},age_qi_95={0.00087585287,0.00087585287}],5:3.488348e-05[&age_median=3.488348e-05,age_mean=3.488348e-05,age_n=1,age_range={3.488348e-05,3.488348e-05},age_hpdi_95={3.488348e-05,3.488348e-05},age_qi_95={3.488348e-05,3.488348e-05}]
0,1,0,2,3,0,4,5,6,7,7,8,1,6,8,2,7,2	0.001	nan	0:0.00457133483[&age_median=0.00457133483,age_mean=0.00457133483,age_n=1,age_range={0.00457133483,0.00457133483},age_hpdi_95={0.00457133483,0.00457133483},age_qi_95={0.00457133483,0.00457133483}],1:0.00040901374[&age_median=0.00040901374,age_mean=0.00040901374,age_n=1,age_range={0.00040901374,0.00040901374},age_hpdi_95={0.00040901374,0.00040901374},age_qi_95={0.00040901374,0.00040901374}],2:0.00652874983[&age_median=0.00652874983,age_mean=0.00652874983,age_n=1,age_range={0.00652874983,0.00652874983},age_hpdi_95={0.00652874983,0.00652874983},age_qi_95={0.00652874983,0.00652874983}],3:0.00062331028[&age_median=0.00062331028,age_mean=0.00062331028,age_n=1,age_range={0.00062331028,0.00062331028},age_hpdi_95={0.00062331028,0.00062331028},age_qi_95={0.00062331028,0.00062331028}],4:0.00520167624[&age_median=0.00520167624,age_mean=0.00520167624,age_n=1,age_range={0.00520167624,0.00520167624},age_hpdi_95={0.00520167624,0.00520167624},age_qi_95={0.00520167624,0.00520167624}],5:0.00018969032[&age_median=0.00018969032,age_mean=0.00018969032,age_n=1,age_range={0.00018969032,0.00018969032},age_hpdi_95={0.00018969032,0.00018969032},age_qi_95={0.00018969032,0.00018969032}],6:0.00037633823[&age_median=0.00037633823,age_mean=0.00037633823,age_n=1,age_range={0.00037633823,0.00037633823},age_hpdi_95={0.00037633823,0.00037633823},age_qi_95={0.00037633823,0.00037633823}],7:0.00057568348[&age_median=0.00057568348,age_mean=0.00057568348,age_n=1,age_range={0.00057568348,0.00057568348},age_hpdi_95={0.00057568348,0.00057568348},age_qi_95={0.00057568348,0.00057568348}],8:0.00130589972[&age_median=0.00130589972,age_mean=0.00130589972,age_n=1,age_range={0.00130589972,0.00130589972},age_hpdi_95={0.00130589972,0.00130589972},age_qi_95={0.00130589972,0.00130589972}]
0,1,2,1,3,3,4,2,0,5,3,5,6,4,2,7,7,2	0.001	nan	0:0.00274587612[&age_median=0.00274587612,age_mean=0.00274587612,age_n=1,age_range={0.00274587612,0.00274587612},age_hpdi_95={0.00274587612,0.00274587612},age_qi_95={0.00274587612,0.00274587612}],1:0.00285953131[&age_median=0.00285953131,age_mean=0.00285953131,age_n=1,age_range={0.00285953131,0.00285953131},age_hpdi_95={0.00285953131,0.00285953131},age_qi_95={0.00285953131,0.00285953131}],2:0.0060350252[&age_median=0.0060350252,age_mean=0.0060350252,age_n=1,age_range={0.0060350252,0.0060350252},age_hpdi_95={0.0060350252,0.0060350252},age_qi_95={0.0060350252,0.0060350252}],3:0.00274437511[&age_median=0.00274437511,age_mean=0.00274437511,age_n=1,age_range={0.00274437511,0.00274437511},age_hpdi_95={0.00274437511,0.00274437511},age_qi_95={0.00274437511,0.00274437511}],4:0.00079845626[&age_median=0.00079845626,age_mean=0.00079845626,age_n=1,age_range={0.00079845626,0.00079845626},age_hpdi_95={0.00079845626,0.00079845626},age_qi_95={0.00079845626,0.00079845626}],5:0.00602130521[&age_median=0.00602130521,age_mean=0.00602130521,age_n=1,age_range={0.00602130521,0.00602130521},age_hpdi_95={0.00602130521,0.00602130521},age_qi_95={0.00602130521,0.00602130521}],6:0.00011735258[&age_median=0.00011735258,age_mean=0.00011735258,age_n=1,age_range={0.00011735258,0.00011735258},age_hpdi_95={0.00011735258,0.00011735258},age_qi_95={0.00011735258,0.00011735258}],7:3.869516e-05[&age_median=3.869516e-05,age_mean=3.869516e-05,age_n=1,age_range={3.869516e-05,3.869516e-05},age_hpdi_95={3.869516e-05,3.869516e-05},age_qi_95={3.869516e-05,3.869516e-05}]
0,1,1,2,3,4,1,5,4,3,5,6,3,7,4,2,0,4	0.001	nan	0:0.00049723889[&age_median=0.00049723889,age_mean=0.00049723889,age_n=1,age_range={0.00049723889,0.00049723889},age_hpdi_95={0.00049723889,0.00049723889},age_qi_95={0.00049723889,0.00049723889}],1:0.00326808002[&age_median=0.00326808002,age_mean=0.00326808002,age_n=1,age_range={0.00326808002,0.00326808002},age_hpdi_95={0.00326808002,0.00326808002},age_qi_95={0.00326808002,0.00326808002}],2:0.00051677405[&age_median=0.00051677405,age_mean=0.00051677405,age_n=1,age_range={0.00051677405,0.00051677405},age_hpdi_95={0.00051677405,0.00051677405},age_qi_95={0.00051677405,0.00051677405}],3:0.00559312731[&age_median=0.00559312731,age_mean=0.00559312731,age_n=1,age_range={0.00559312731,0.00559312731},age_hpdi_95={0.00559312731,0.00559312731},age_qi_95={0.00559312731,0.00559312731}],4:0.0009636971[&age_median=0.0009636971,age_mean=0.0009636971,age_n=1,age_range={0.0009636971,0.0009636971},age_hpdi_95={0.0009636971,0.0009636971},age_qi_95={0.0009636971,0.0009636971}],5:0.00439288105[&age_median=0.00439288105,age_mean=0.00439288105,age_n=1,age_range={0.00439288105,0.00439288105},age_hpdi_95={0.00439288105,0.00439288105},age_qi_95={0.00439288105,0.00439288105}],6:0.00682815323[&age_median=0.00682815323,age_mean=0.00682815323,age_n=1,age_range={0.00682815323,0.00682815323},age_hpdi_95={0.00682815323,0.00682815323},age_qi_95={0.00682815323,0.00682815323}],7:0.0027814124[&age_median=0.0027814124,age_mean=0.0027814124,age_n=1,age_range={0.0027814124,0.0027814124},age_hpdi_95={0.0027814124,0.0027814124},age_qi_95={0.0027814124,0.0027814124}]
0,0,0,1,2,0,2,0,2,1,2,1,0,2,1,0,2,2	0.001	nan	0:7.129492e-05[&age_median=7.129492e-05,age_mean=7.129492e-05,age_n=1,age_range={7.129492e-05,7.129492e-05},age_hpdi_95={7.129492e-05,7.129492e-05},age_qi_95={7.129492e-05,7.129492e-05}],1:0.00182319448[&age_median=0.00182319448,age_mean=0.00182319448,age_n=1,age_range={0.00182319448,0.00182319448},age_hpdi_95={0.00182319448,0.00182319448},age_qi_95={0.00182319448,0.00182319448}],2:9.983622e-05[&age_median=9.983622e-05,age_mean=9.983622e-05,age_n=1,age_range={9.983622e-05,9.983622e-05},age_hpdi_95={9.983622e-05,9.983622e-05},age_qi_95={9.983622e-05,9.983622e-05}]
0,1,0,1,1,2,1,1,2,2,0,2,1,2,1,2,0,0	0.001	nan	0:0.00066721561[&age_median=0.00066721561,age_mean=0.00066721561,age_n=1,age_range={0.00066721561,0.00066721561},age_hpdi_95={0.00066721561,0.00066721561},age_qi_95={0.00066721561,0.00066721561}],1:0.00124616334[&age_median=0.00124616334,age_mean=0.00124616334,age_n=1,age_range={0.00124616334,0.00124616334},age_hpdi_95={0.00124616334,0.00124616334},age_qi_95={0.00124616334,0.00124616334}],2:0.00202660909[&age_median=0.00202660909,age_mean=0.00202660909,age_n=1,age_range={0.00202660909,0.00202660909},age_hpdi_95={0.00202660909,0.00202660909},age_qi_95={0.00202660909,0.00202660909}]
0,1,0,1,2,3,4,5,5,1,5,0,5,3,2,3,4,2	0.001	nan	0:1.92168e-06[&age_median=1.92168e-06,age_mean=1.92168e-06,age_n=1,age_range={1.92168e-06,1.92168e-06},age_hpdi_95={1.92168e-06,1.92168e-06},age_qi_95={1.92168e-06,1.92168e-06}],1:0.00361521126[&age_median=0.00361521126,age_mean=0.00361521126,age_n=1,age_range={0.00361521126,0.00361521126},age_hpdi_95={0.00361521126,0.00361521126},age_qi_95={0.00361521126,0.00361521126}],2:0.00039080998[&age_median=0.00039080998,age_mean=0.00039080998,age_n=1,age_range={0.00039080998,0.00039080998},age_hpdi_95={0.00039080998,0.00039080998},age_qi_95={0.00039080998,0.00039080998}],3:0.00165819655[&age_median=0.00165819655,age_mean=0.00165819655,age_n=1,age_range={0.00165819655,0.00165819655},age_hpdi_95={0.00165819655,0.00165819655},age_qi_95={0.00165819655,0.00165819655}],4:0.00064151411[&age_median=0.00064151411,age_mean=0.00064151411,age_n=1,age_range={0.00064151411,0.00064151411},age_hpdi_95={0.00064151411,0.00064151411},age_qi_95={0.00064151411,0.00064151411}],5:0.00088265003[&age_median=0.00088265003,age_mean=0.00088265003,age_n=1,age_range={0.00088265003,0.00088265003},age_hpdi_95={0.00088265003,0.00088265003},age_qi_95={0.00088265003,0.00088265003}]
