model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,0,4,5,6,7,8,5,0,0	0.000111111	0.972222	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,8,3,9,9	0.000111111	0.972333	4e-06	27.7808
0,1,2,3,3,0,2,4,5,1,4,0,0	0.000111111	0.972444	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,6,7,3,0	0.000111111	0.972556	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,6,7,0,8	0.000111111	0.972667	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,6,4,7,3	0.000111111	0.972778	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,6,4,0,7	0.000111111	0.972889	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,6,2,7,3	0.000111111	0.973	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,6,2,0,7	0.000111111	0.973111	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,5,4,0,0	0.000111111	0.973222	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,5,2,0,6	0.000111111	0.973333	<1e-06	>111.123
0,1,2,3,3,0,2,4,5,5,2,0,3	0.000111111	0.973444	<1e-06	>111.123
0,1,2,3,3,0,4,5,6,7,5,8,8	0.000111111	0.973556	<1e-06	>111.123
0,1,2,3,3,0,2,4,1,5,4,3,3	0.000111111	0.973667	<1e-06	>111.123
0,1,2,3,3,0,2,4,1,5,4,0,6	0.000111111	0.973778	<1e-06	>111.123
0,1,2,3,3,0,2,4,1,5,3,0,0	0.000111111	0.973889	<1e-06	>111.123
0,1,2,3,3,0,2,4,1,1,4,0,3	0.000111111	0.974	<1e-06	>111.123
0,1,2,3,3,0,2,4,1,1,4,0,0	0.000111111	0.974111	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,5,6,7,3	0.000111111	0.974222	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,5,6,7,0	0.000111111	0.974333	<1e-06	>111.123
0,1,2,3,3,0,2,2,4,5,6,0,7	0.000111111	0.974444	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,2,0,0	0.000111111	0.974556	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,8,0,3	0.000111111	0.974667	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,5,8,4	0.000111111	0.974778	1e-06	111.123
0,1,2,3,3,4,2,5,6,7,5,8,3	0.000111111	0.974889	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,5,4,4	0.000111111	0.975	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,5,4,3	0.000111111	0.975111	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,5,0,0	0.000111111	0.975222	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,2,8,8	0.000111111	0.975333	1e-06	111.123
0,1,2,3,3,4,2,5,6,7,2,8,3	0.000111111	0.975444	2e-06	55.5616
0,1,2,3,3,4,2,5,6,7,2,4,4	0.000111111	0.975556	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,8,4,4	0.000111111	0.975667	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,0,4,4	0.000111111	0.975778	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,6,2,4,3	0.000111111	0.975889	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,6,2,0,0	0.000111111	0.976	<1e-06	>111.123
0,1,2,3,3,4,2,5,1,6,7,4,3	0.000111111	0.976111	<1e-06	>111.123
0,1,2,3,3,4,2,5,1,6,7,0,0	0.000111111	0.976222	<1e-06	>111.123
0,1,2,3,3,4,2,5,1,6,5,4,0	0.000111111	0.976333	<1e-06	>111.123
0,1,2,3,3,4,2,5,1,6,5,3,7	0.000111111	0.976444	<1e-06	>111.123
0,1,2,3,3,4,2,5,1,6,2,4,4	0.000111111	0.976556	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,7,8,3	0.000111111	0.976667	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,6,2,4,3	0.000111111	0.976778	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,7,8,9,4	0.000111111	0.976889	1e-06	111.123
0,1,2,3,3,4,5,2,6,7,8,4,0	0.000111111	0.977	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,7,5,4,3	0.000111111	0.977111	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,7,5,0,3	0.000111111	0.977222	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,7,2,8,8	0.000111111	0.977333	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,7,2,8,3	0.000111111	0.977444	1e-06	111.123
0,1,2,3,3,4,5,2,6,7,2,4,4	0.000111111	0.977556	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,7,2,3,8	0.000111111	0.977667	<1e-06	>111.123
0,1,2,3,3,4,5,2,6,6,7,4,8	0.000111111	0.977778	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,7,4,8	0.000111111	0.977889	<1e-06	>111.123
0,1,2,3,3,4,5,2,1,6,7,4,8	0.000111111	0.978	<1e-06	>111.123
0,1,2,3,3,4,5,2,1,6,2,7,8	0.000111111	0.978111	<1e-06	>111.123
0,1,2,3,3,4,5,2,1,6,2,7,7	0.000111111	0.978222	<1e-06	>111.123
0,1,2,3,3,4,5,2,1,6,2,4,3	0.000111111	0.978333	<1e-06	>111.123
0,1,2,3,3,4,5,2,1,6,2,4,0	0.000111111	0.978444	<1e-06	>111.123
0,1,2,3,3,4,5,2,1,6,2,0,3	0.000111111	0.978556	<1e-06	>111.123
0,1,2,3,3,4,2,5,6,7,8,9,9	0.000111111	0.978667	3e-06	37.041
0,1,2,3,3,4,2,5,6,7,8,9,0	0.000111111	0.978778	5e-06	22.2246
0,1,2,3,3,3,4,2,5,6,7,0,8	0.000111111	0.978889	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,5,2,0,3	0.000111111	0.979	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,5,2,0,0	0.000111111	0.979111	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,1,2,5,0	0.000111111	0.979222	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,1,2,4,3	0.000111111	0.979333	<1e-06	>111.123
0,1,2,3,3,4,1,5,6,7,8,4,4	0.000111111	0.979444	<1e-06	>111.123
0,1,2,3,3,4,1,5,6,7,5,0,0	0.000111111	0.979556	<1e-06	>111.123
0,1,2,3,3,4,1,2,5,6,2,4,0	0.000111111	0.979667	<1e-06	>111.123
0,1,2,3,3,4,1,2,5,6,1,4,0	0.000111111	0.979778	<1e-06	>111.123
0,1,2,3,3,3,4,5,6,7,8,3,3	0.000111111	0.979889	2e-06	55.5616
0,1,2,3,3,4,2,2,1,5,2,3,0	0.000111111	0.98	<1e-06	>111.123
0,1,2,3,3,3,2,2,4,5,2,3,3	0.000111111	0.980111	<1e-06	>111.123
0,1,2,3,3,3,2,2,4,4,2,0,3	0.000111111	0.980222	<1e-06	>111.123
0,1,2,3,3,3,2,2,1,4,2,3,3	0.000111111	0.980333	<1e-06	>111.123
0,1,2,3,3,3,2,2,1,4,2,0,0	0.000111111	0.980444	<1e-06	>111.123
0,1,2,3,3,3,2,2,1,1,2,3,3	0.000111111	0.980556	<1e-06	>111.123
0,1,2,3,3,0,4,5,6,7,8,9,10	0.000111111	0.980667	6.7e-05	1.65845
0,1,2,3,3,0,4,5,6,7,8,9,3	0.000111111	0.980778	6e-06	18.5205
0,1,2,3,3,0,4,5,6,7,8,3,9	0.000111111	0.980889	5e-06	22.2246
0,1,2,3,3,4,2,2,5,5,3,0,0	0.000111111	0.981	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,7,4,0	0.000111111	0.981111	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,7,0,8	0.000111111	0.981222	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,7,0,4	0.000111111	0.981333	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,3,4,4	0.000111111	0.981444	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,3,4,0	0.000111111	0.981556	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,2,7,7	0.000111111	0.981667	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,2,7,3	0.000111111	0.981778	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,2,3,3	0.000111111	0.981889	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,6,2,0,7	0.000111111	0.982	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,8,3,4,9	0.000111111	0.982111	7e-06	15.8747
0,1,2,3,3,4,2,2,5,5,2,4,4	0.000111111	0.982222	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,5,2,4,0	0.000111111	0.982333	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,5,2,0,6	0.000111111	0.982444	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,5,2,0,3	0.000111111	0.982556	<1e-06	>111.123
0,1,2,3,3,4,2,2,5,1,2,4,4	0.000111111	0.982667	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,5,6,4,4	0.000111111	0.982778	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,5,6,0,0	0.000111111	0.982889	<1e-06	>111.123
0,1,2,3,3,4,2,2,1,5,3,4,4	0.000111111	0.983	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,5,6,4,7	0.000111111	0.983111	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,6,7,8,0	0.000111111	0.983222	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,6,2,7,8	0.000111111	0.983333	2e-06	55.5616
0,1,2,3,0,4,2,2,5,5,6,0,0	0.000111111	0.983444	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,5,3,4,4	0.000111111	0.983556	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,5,3,4,0	0.000111111	0.983667	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,5,2,4,6	0.000111111	0.983778	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,1,6,4,0	0.000111111	0.983889	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,1,2,4,3	0.000111111	0.984	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,5,6,7,7	0.000111111	0.984111	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,6,7,8,4	0.000111111	0.984222	2e-06	55.5616
0,1,2,3,0,4,2,2,1,5,2,6,6	0.000111111	0.984333	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,5,2,6,3	0.000111111	0.984444	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,5,2,4,3	0.000111111	0.984556	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,5,2,0,6	0.000111111	0.984667	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,5,0,4,4	0.000111111	0.984778	<1e-06	>111.123
0,1,2,3,0,4,2,2,1,1,5,0,0	0.000111111	0.984889	<1e-06	>111.123
0,1,2,3,0,4,1,5,6,7,8,4,0	0.000111111	0.985	<1e-06	>111.123
0,1,2,3,0,4,1,5,6,7,2,4,4	0.000111111	0.985111	<1e-06	>111.123
0,1,2,3,0,4,1,5,6,6,7,4,0	0.000111111	0.985222	1e-06	111.123
0,1,2,3,0,4,2,5,1,6,5,7,7	0.000111111	0.985333	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,3,4,0	0.000111111	0.985444	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,3,0,4	0.000111111	0.985556	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,2,8,9	0.000111111	0.985667	5e-06	22.2246
0,1,2,3,0,4,2,5,6,7,2,8,4	0.000111111	0.985778	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,2,4,3	0.000111111	0.985889	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,2,0,8	0.000111111	0.986	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,2,0,3	0.000111111	0.986111	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,7,8,8	0.000111111	0.986222	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,7,0,4	0.000111111	0.986333	1e-06	111.123
0,1,2,3,0,4,1,5,1,6,2,4,4	0.000111111	0.986444	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,3,4,4	0.000111111	0.986556	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,2,7,4	0.000111111	0.986667	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,2,7,0	0.000111111	0.986778	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,2,4,7	0.000111111	0.986889	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,6,2,4,4	0.000111111	0.987	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,1,6,4,4	0.000111111	0.987111	<1e-06	>111.123
0,1,2,3,0,4,2,5,1,1,2,4,0	0.000111111	0.987222	<1e-06	>111.123
0,1,2,3,0,4,2,2,5,6,7,8,9	0.000111111	0.987333	2e-06	55.5616
0,1,2,3,0,0,4,4,5,1,4,0,0	0.000111111	0.987444	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,6,7,0,8	0.000111111	0.987556	1e-06	111.123
0,1,2,3,0,0,4,4,5,6,4,7,3	0.000111111	0.987667	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,6,4,3,7	0.000111111	0.987778	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,6,4,0,3	0.000111111	0.987889	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,6,2,7,8	0.000111111	0.988	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,6,0,0,0	0.000111111	0.988111	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,5,6,0,3	0.000111111	0.988222	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,5,4,6,0	0.000111111	0.988333	<1e-06	>111.123
0,1,2,3,0,0,4,4,5,5,4,0,6	0.000111111	0.988444	<1e-06	>111.123
0,1,2,3,0,0,4,5,1,6,2,0,3	0.000111111	0.988556	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,5,6,7,0	0.000111111	0.988667	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,5,4,6,0	0.000111111	0.988778	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,5,4,0,3	0.000111111	0.988889	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,5,2,6,7	0.000111111	0.989	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,5,2,6,0	0.000111111	0.989111	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,1,4,0,0	0.000111111	0.989222	<1e-06	>111.123
0,1,2,3,0,0,4,4,1,1,2,0,0	0.000111111	0.989333	<1e-06	>111.123
0,1,2,3,0,0,4,2,5,6,7,0,8	0.000111111	0.989444	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,7,4,8,0	0.000111111	0.989556	1e-06	111.123
0,1,2,3,0,4,1,2,5,6,7,0,0	0.000111111	0.989667	<1e-06	>111.123
0,1,2,3,0,4,1,2,5,6,2,4,4	0.000111111	0.989778	<1e-06	>111.123
0,1,2,3,0,4,1,2,5,5,2,4,0	0.000111111	0.989889	<1e-06	>111.123
0,1,2,3,0,3,4,2,5,6,2,0,0	0.000111111	0.99	<1e-06	>111.123
0,1,2,3,0,3,2,2,4,5,2,3,3	0.000111111	0.990111	<1e-06	>111.123
0,1,2,3,0,3,2,2,4,5,2,0,0	0.000111111	0.990222	<1e-06	>111.123
0,1,2,3,0,3,2,2,4,4,2,3,5	0.000111111	0.990333	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,7,8,9,9	0.000111111	0.990444	5e-06	22.2246
0,1,2,3,0,0,4,5,6,7,4,8,9	0.000111111	0.990556	4e-06	27.7808
0,1,2,3,0,4,2,5,6,7,5,0,4	0.000111111	0.990667	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,7,4,0,3	0.000111111	0.990778	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,7,3,0,8	0.000111111	0.990889	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,7,3,0,3	0.000111111	0.991	1e-06	111.123
0,1,2,3,0,0,4,5,6,6,7,0,0	0.000111111	0.991111	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,6,5,0,0	0.000111111	0.991222	<1e-06	>111.123
0,1,2,3,0,0,4,5,6,6,3,0,0	0.000111111	0.991333	<1e-06	>111.123
0,1,2,3,0,0,4,5,1,6,4,7,7	0.000111111	0.991444	<1e-06	>111.123
0,1,2,3,0,0,4,5,1,6,4,7,0	0.000111111	0.991556	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,5,0,3	0.000111111	0.991667	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,3,4,8	0.000111111	0.991778	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,3,4,0	0.000111111	0.991889	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,2,8,0	0.000111111	0.992	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,2,4,8	0.000111111	0.992111	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,5,8,8	0.000111111	0.992222	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,5,8,4	0.000111111	0.992333	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,5,8,0	0.000111111	0.992444	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,5,4,8	0.000111111	0.992556	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,5,0,8	0.000111111	0.992667	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,5,0,0	0.000111111	0.992778	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,3,4,4	0.000111111	0.992889	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,7,3,4,0	0.000111111	0.993	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,6,7,8,0	0.000111111	0.993111	<1e-06	>111.123
0,1,2,3,0,4,5,5,6,6,5,4,4	0.000111111	0.993222	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,7,4,8	0.000111111	0.993333	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,7,4,4	0.000111111	0.993444	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,7,0,0	0.000111111	0.993556	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,5,7,4	0.000111111	0.993667	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,8,9,10	0.000111111	0.993778	6.4e-05	1.73619
0,1,2,3,0,4,5,6,7,8,3,0,0	0.000111111	0.993889	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,8,2,9,0	0.000111111	0.994	1.1e-05	10.102
0,1,2,3,0,4,5,6,7,8,2,4,9	0.000111111	0.994111	1e-06	111.123
0,1,2,3,0,4,5,6,7,8,2,4,3	0.000111111	0.994222	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,8,2,0,9	0.000111111	0.994333	8e-06	13.8903
0,1,2,3,0,4,5,6,7,7,5,4,0	0.000111111	0.994444	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,7,3,0,0	0.000111111	0.994556	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,7,2,0,0	0.000111111	0.994667	<1e-06	>111.123
0,1,2,3,0,4,5,6,7,1,6,4,0	0.000111111	0.994778	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,5,4,7	0.000111111	0.994889	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,8,4,9	0.000111111	0.995	3e-06	37.041
0,1,2,3,0,4,5,6,1,7,8,4,4	0.000111111	0.995111	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,8,0,9	0.000111111	0.995222	4e-06	27.7808
0,1,2,3,0,4,5,6,1,7,8,0,4	0.000111111	0.995333	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,6,8,4	0.000111111	0.995444	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,6,8,0	0.000111111	0.995556	1e-06	111.123
0,1,2,3,0,4,5,6,1,7,6,4,0	0.000111111	0.995667	<1e-06	>111.123
0,1,2,3,0,4,5,6,1,7,5,0,4	0.000111111	0.995778	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,2,7,7	0.000111111	0.995889	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,6,2,4,7	0.000111111	0.996	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,6,2,4,4	0.000111111	0.996111	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,6,2,0,0	0.000111111	0.996222	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,1,5,4,0	0.000111111	0.996333	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,7,8,4	0.000111111	0.996444	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,7,4,8	0.000111111	0.996556	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,7,4,3	0.000111111	0.996667	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,5,4,4	0.000111111	0.996778	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,3,4,4	0.000111111	0.996889	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,6,5,7,0	0.000111111	0.997	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,2,7,0	0.000111111	0.997111	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,6,2,4,3	0.000111111	0.997222	<1e-06	>111.123
0,1,2,3,0,4,5,2,1,1,6,4,0	0.000111111	0.997333	<1e-06	>111.123
0,1,2,3,0,4,3,5,1,6,5,0,0	0.000111111	0.997444	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,8,0,4	0.000111111	0.997556	1e-06	111.123
0,1,2,3,0,4,2,5,6,7,5,8,9	0.000111111	0.997667	1e-06	111.123
0,1,2,3,0,4,2,5,6,7,5,4,8	0.000111111	0.997778	<1e-06	>111.123
0,1,2,3,0,4,2,5,6,7,5,0,8	0.000111111	0.997889	1e-06	111.123
0,1,2,3,0,4,5,2,6,7,8,9,9	0.000111111	0.998	2e-06	55.5616
0,1,2,3,0,4,5,5,1,6,5,4,3	0.000111111	0.998111	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,3,0,0	0.000111111	0.998222	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,2,7,4	0.000111111	0.998333	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,2,7,0	0.000111111	0.998444	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,2,4,7	0.000111111	0.998556	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,2,4,4	0.000111111	0.998667	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,2,0,0	0.000111111	0.998778	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,6,0,4,0	0.000111111	0.998889	<1e-06	>111.123
0,1,2,3,0,4,5,5,1,1,2,6,6	0.000111111	0.999	<1e-06	>111.123
0,1,2,3,3,4,5,5,1,6,2,4,3	0.000111111	0.999111	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,7,8,0,9	0.000111111	0.999222	6e-06	18.5205
0,1,2,3,0,4,5,2,6,7,3,4,8	0.000111111	0.999333	1e-06	111.123
0,1,2,3,0,4,5,2,6,7,3,4,4	0.000111111	0.999444	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,7,3,0,0	0.000111111	0.999556	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,7,2,8,9	0.000111111	0.999667	7e-06	15.8747
0,1,2,3,0,4,5,2,6,7,2,8,8	0.000111111	0.999778	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,6,7,4,0	0.000111111	0.999889	<1e-06	>111.123
0,1,2,3,0,4,5,2,6,6,7,0,0	0.000111111	1	<1e-06	>111.123
