parameter	burnin	psrf	ess_concat	ess_0	ess_1	ess_2	ess_3	ess_4	ess_5	ess_6	ess_7	ess_8	ess_9
pop_size_comparison21pop1	600	0.9998618525738349	4010.0	401.0	399.66180290909034	234.49961824476387	401.0	401.0	401.0	354.78440866199566	301.2654791717834	401.0	401.0
pop_size_root_comparison21pop2	600	0.9991760296688038	3186.284245861005	401.0	373.8415756979672	346.7961320059126	401.0	229.9613709968069	329.7672006820309	401.0	227.39179856859732	314.6411592354765	401.0
ln_likelihood	700	0.9998284280637522	3010.0	281.05278269795565	301.0	254.2550988306485	301.0	204.65847212935282	301.0	248.41122660319792	301.0	301.0	220.24955509459943
concentration	700	0.9995207771930676	1569.0247224817367	226.89493756494554	197.80740345590334	175.60998395344308	161.59723703129876	301.0	177.38130264493145	272.0169750728424	202.73830073914564	225.87244622996238	301.0
ln_likelihood_comparison2pop1	700	1.0014373804045191	2218.648283441688	301.0	181.56614521614117	301.0	292.4003411685274	247.03048757029038	259.10192137503964	301.0	301.0	282.7141309917096	301.0
root_height_comparison2pop1	700	1.0001571510489833	2528.9066416517157	301.0	210.79805616321227	245.82369526541618	212.08074156957014	208.38018966549683	196.00558673821527	291.2014594356206	290.3940061250511	252.7342363665015	282.9663517735527
pop_size_comparison2pop1	700	1.000011382044199	3010.0	253.65152894850314	198.8318969416528	245.75078653138422	301.0	301.0	301.0	301.0	262.9074741298918	301.0	301.0
pop_size_comparison2pop2	700	1.000640132466373	2566.0546028177578	240.61933070938056	209.5320469593507	301.0	298.47354359966783	181.40088257090505	243.71346183667902	260.20202941416613	301.0	301.0	296.0479318692718
pop_size_root_comparison2pop1	700	1.000511540142968	3010.0	284.64563321599525	254.5107896892492	287.5080926546406	295.0506434645161	213.26450101712962	231.45616479977159	301.0	301.0	227.28242828146074	301.0
ln_likelihood_comparison4pop2	700	0.9991332864723795	3010.0	301.0	301.0	170.8438734563223	301.0	220.93768714073536	301.0	301.0	301.0	207.1625228300096	270.2226967300544
root_height_comparison4pop2	700	1.0022885044390963	2003.138187462978	301.0	158.8584364663645	301.0	176.9306654954245	155.33065586381153	260.15180381010987	301.0	273.3761428432622	301.0	301.0
pop_size_comparison4pop2	700	0.9997580005733844	3010.0	301.0	301.0	146.92934054981632	301.0	211.92341360072172	244.50588481292468	301.0	301.0	301.0	295.50964775223235
pop_size_comparison4pop1	700	1.0008592135293173	2439.8712963436165	282.0652621025269	301.0	286.8838441306516	176.3339109174336	194.92892105516756	301.0	301.0	226.97071787461613	301.0	301.0
pop_size_root_comparison4pop2	700	0.999432316727859	3010.0	301.0	301.0	147.13930229291594	301.0	218.2584580851776	227.28201594326447	301.0	301.0	301.0	301.0
ln_likelihood_comparison7pop2	700	0.9992550982874929	2569.439303829056	178.0326717125905	301.0	301.0	301.0	225.33407040414357	297.98906120708205	186.13140438019855	284.83199887299236	301.0	301.0
root_height_comparison7pop2	700	1.0000821515010996	3010.0	268.90002403805363	283.44067535338985	301.0	277.46874862679925	297.3569757764915	301.0	301.0	243.0437652225421	286.19734315609895	301.0
pop_size_comparison7pop2	700	0.9997634602584097	3010.0	301.0	275.7914206821668	301.0	301.0	299.83885608421036	286.537482218036	301.0	239.0504716071467	301.0	301.0
pop_size_comparison7pop1	700	1.0010369806544541	3010.0	248.54624654791704	230.14894007221446	301.0	249.82171046103275	301.0	289.42094432466735	287.0640677189569	301.0	301.0	301.0
pop_size_root_comparison7pop2	700	0.9991969863191421	2886.8125516264527	245.3614427951551	301.0	301.0	261.778481497405	156.0200767810007	282.5193923722426	170.23195707899595	244.24465447703506	301.0	301.0
ln_likelihood_comparison8pop1	700	0.9999128138317361	2491.248131086102	301.0	287.11153260269145	301.0	185.31457650683942	283.17371190839606	219.08760896917047	274.36243350252636	218.69073362674192	301.0	218.8649237284651
root_height_comparison8pop1	700	0.9986956731643534	2935.1221743542787	301.0	296.9454518147875	194.06265252549528	270.9582168178047	223.95115243608663	250.03691155587154	173.0024059464629	171.35473068982705	218.7202041488817	229.58422012157328
pop_size_comparison8pop1	700	1.0010633929805703	3010.0	277.24708654776373	301.0	301.0	279.8827830488988	218.1662087217196	185.77341641646652	268.2819061912851	244.57326613835656	256.7083204299237	223.5654819379383
pop_size_comparison8pop2	700	0.9998487974032962	2646.945298138872	301.0	301.0	266.2460603596451	301.0	233.25237608006475	301.0	220.72385385984902	301.0	301.0	271.36847506022076
pop_size_root_comparison8pop1	700	1.0011034910797016	2858.4016046605625	256.4163692565204	301.0	284.29132289358597	301.0	288.48128301978363	272.4065334164231	301.0	231.57768627061293	301.0	301.0
ln_likelihood_comparison9pop2	700	0.9999936926562984	3010.0	301.0	251.48516988520694	301.0	281.02898037269716	301.0	301.0	301.0	301.0	296.63683115588725	296.85595533730583
